id,title,title_aliases,title_category,title_network,title_year,title_genre,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,scene_image_url,source_url,last_updated,famous_rank,recent_rank,audience_acc,award,director,poster_url
st_04123,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,옹달샘 합정감자탕,음식점,서울 마포구 독막로2길 9,37.548169,126.914809,https://lh3.googleusercontent.com/place-photos/AG9NLjC6GoLB-BSWlhTTADOxcQcurFckzzHUQTf68aZdzrsNoDvbtDjcfmAvmgVEwSwmKQGFxkp5QpEjeE20xTl_sL4fm0LE0nLnlvk8YDuxk6-ipXi0DJJXAf6W9iBX9hIkKtgGM1Sv6lsZN-tFKw=s4800-w800,https://map.naver.com/p/entry/place/37648635,3화에서 백현우가 친구 양기와 함께 감자탕을 먹는 장면을 촬영한 식당입니다.,https://image.tmdb.org/t/p/w780/5koZLly7ZdR5r0OWMhHUGfNhofR.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%98%b9%eb%8b%ac%ec%83%98-%ed%95%a9%ec%a0%95%ea%b0%90%ec%9e%90%ed%83%95-7247/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04125,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,서강대교,다리,서울 영등포구 여의도동 83-2,37.538561,126.925698,https://lh3.googleusercontent.com/place-photos/AG9NLjBW7e2nL7q0AWZAzrRj369HKqacbnp6q2ybze8s2c2GUwdaonLSl-_hQHqSmoieAxLbZwGKf0i0JwQgmWLT9AYFJ5OYLk_t3UyYIoeo3Om6bwHLkIMgonerx-UBdeDuP5Ov206fBmod1Aw54Q=s4800-w800,https://map.naver.com/p/entry/place/18999808,15~16화에서 현우와 해인의 예전 데이트 장소로 다시 등장하는 곳입니다.,https://image.tmdb.org/t/p/w780/afvcLgsuydMFMPmEWo5x6ueta4K.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%84%9c%ea%b0%95%eb%8c%80%ea%b5%90-7249/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04127,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,여의도공원,공원,서울 영등포구 여의도동 2,37.525536,126.921593,https://lh3.googleusercontent.com/place-photos/AG9NLjDao3kAmy6799PxID1TE-sPeoQl70fnwlNi3U4bgbSOFouUgIRnpGw3uegHT2VwZPYnf-F4ec8LjOEjqB9Bednvy-Y1BKdgetLhf_IVAyqKJpBozFxGrxrv30mULR0VOI9Pqc6CaATGREQpDg=s4800-w800,https://map.naver.com/p/entry/place/11622428,백현우가 친구들과 담소를 나누다 해인과 자신에 대한 악플을 보고 화를 내는 장면을 촬영한 곳입니다.,https://i.ytimg.com/vi/2y7XZ3wwCM8/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%97%ac%ec%9d%98%eb%8f%84%ea%b3%b5%ec%9b%90-7251/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04128,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,콘래드서울,호텔,서울 영등포구 국제금융로 10,37.525178,126.924877,https://lh3.googleusercontent.com/place-photos/AG9NLjBIDJ-SCwy7zOrjlKPECWRNSH-t1h6aLEZAzoD4M6mVsrBQvoPka8KT45pSl_V4Gn1Gvz1SWfhpiLzjyDvG5p4LaYkaJBaVISw5K6G7YjjT2gjGXTIA2cHZ9t19Pe20RF3UflKa19dnrakIfdrgUggAsQ=s4800-w800,https://map.naver.com/p/entry/place/21202909,4화부터 은성 무리가 호텔 스위트룸에 모여 퀸즈그룹을 차지하려 작당모의하는 장면의 배경이 된 호텔입니다.,https://image.tmdb.org/t/p/w780/uW8YEFlgsZKCiqjKlmPt1LYuxm0.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%bd%98%eb%9e%98%eb%93%9c%ec%84%9c%ec%9a%b8-7252/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04129,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,여의도IFC,건물,서울 영등포구 국제금융로 10,37.525178,126.924877,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Rolls-Royce_Phantom_VIII_EWB_Series_II_Dark_Emerald_%2817%29.jpg/960px-Rolls-Royce_Phantom_VIII_EWB_Series_II_Dark_Emerald_%2817%29.jpg,https://map.naver.com/p/entry/place/1591620827,16화에서 백현우와 홍해인이 경영권을 되찾아 퀸즈그룹으로 돌아오는 장면을 촬영한 곳입니다.,https://i.ytimg.com/vi/2_Gq82Q2j2k/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%97%ac%ec%9d%98%eb%8f%84ifc-7253/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04133,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,더현대서울,백화점,서울 영등포구 여의대로 108,37.525191,126.929113,https://lh3.googleusercontent.com/place-photos/AG9NLjCcXcZTiw5VRl0bAlIha0tDSokBxPAgMQPioShuXGmJjzyqqzUgr6kx1kKLxC67hhBK6EL9o-FEdwh0Z6POJGnPhXPfkxmvhgpLZAvkEjHh4Y4BOZu1XEBiwtHSfeT-3B6Mzu2wkO5nlMvi9MP2CrdHEA=s4800-w800,https://map.naver.com/p/entry/place/1228105086,"홍해인이 사장으로, 백현우가 법무팀장으로 근무하는 퀸즈백화점의 배경으로 나오는 곳입니다.",https://image.tmdb.org/t/p/w780/2jiEaT5GYeCWZrBfZ8oLprLOGM2.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8d%94%ed%98%84%eb%8c%80%ec%84%9c%ec%9a%b8-7257/;https://traveltodrama.com/queen-of-tears-seoul-filming-locations-map/;https://www.realscene.site/ko/drama/queen-of-tears,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04134,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,페어몬트 앰배서더 서울 마리포사 앤 M29,음식점,서울 영등포구 여의대로 108,37.525191,126.929113,https://lh3.googleusercontent.com/place-photos/AG9NLjBbSOho3xy_1MyigkzQclj6A9f44vuN36t4o3wZchXtpHbIVZvLF-BK2QTh2-Q3pjF2qYXuWuyroLaG4WTql2d7hBhaGcqUAZYz8dj1ba4ghybKjTDs9y05712ebcwkh0BebygwrtRvF_glqQ=s4800-w800,https://map.naver.com/p/entry/place/1348450428,9화에서 수철과 다혜가 마리포사 앤 M29에서 소개팅하는 장면을 촬영한 곳입니다.,https://image.tmdb.org/t/p/w780/1TbHovs1uan3bki0hHp7N4IdwzP.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ed%8e%98%ec%96%b4%eb%aa%ac%ed%8a%b8-%ec%95%b0%eb%b0%b0%ec%84%9c%eb%8d%94-%ec%84%9c%ec%9a%b8-%eb%a7%88%eb%a6%ac%ed%8f%ac%ec%82%ac-%ec%95%a4-m29-7258/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04135,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,스위치22 여의도점,카페,서울 영등포구 여의대로 108,37.525191,126.929113,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/20231007_%EC%97%AC%EC%9D%98%EB%82%98%EB%A3%A8%EB%A1%9C.jpg/960px-20231007_%EC%97%AC%EC%9D%98%EB%82%98%EB%A3%A8%EB%A1%9C.jpg,https://map.naver.com/p/entry/place/1298251855,1화에서 백현우가 홍해인을 기다리는 장면을 촬영한 한강뷰 라운지입니다.,https://image.tmdb.org/t/p/w780/euFZLQEqvZVz74Okt8iuKNI4RpU.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%8a%a4%ec%9c%84%ec%b9%9822-%ec%97%ac%ec%9d%98%eb%8f%84%ec%a0%90-7259/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04136,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,미림분식,음식점,서울 관악구 호암로 553,37.467074,126.931347,https://lh3.googleusercontent.com/place-photos/AG9NLjDdLmh26jOjvpF04nLIkCX2URmnhj4gRtvI7h_LiE19MyM7nDvoUTQOius6ejKZDHMI7oguG4sJPelOIo5g76bLX2FXoLGKRnooOs4CBwR2UpsUzIzyQnbyeJR2Ucut7hosFhcpEHv94y58ytk=s4800-w800,https://map.naver.com/p/entry/place/2091670944,2화에서 백현우가 친구 양기와 즉석떡볶이를 먹는 장면을 촬영한 곳입니다.,https://image.tmdb.org/t/p/w780/3TI9uZ76kc3lHnoHOTSFgG99XHM.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%af%b8%eb%a6%bc%eb%b6%84%ec%8b%9d-7260/;https://traveltodrama.com/queen-of-tears-seoul-filming-locations-map/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04137,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,더리버 옆,명소,서울 용산구 용산동6가 451-1,37.506691,126.984900,https://lh3.googleusercontent.com/place-photos/AG9NLjD_Vtzkkh5toYEcasyD6FQs_6vhB4U68k_73jG1uIcbxvsARKSKroerMUKx4NTSJy4cH_Gb32KhBIm0uj6meTAcqokB1Nb7rrPJQNryfSuM5VQpYrO-JB6DsccqHqLrzF9DZQ-2wS_hFIebijg=s4800-w800,https://map.naver.com/p/entry/place/1080213899,2화에서 한강 보트 출입장 배경으로 등장한 곳입니다.,https://image.tmdb.org/t/p/w780/dJf4H6JLlgL1OVzfekAdX1RgUhc.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8d%94%eb%a6%ac%eb%b2%84-%ec%98%86-7261/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04138,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,동작대교 아래,다리,서울 용산구 용산동6가 452-1,37.515324,126.983151,https://lh3.googleusercontent.com/place-photos/AG9NLjAvKyoswhizj1-bc-eHagEOq0NUgi3wXO1cQxE1Y5CGcpq-g-HJ6mwpXP0EsU4-oWsvbII7hZqZEwWN4wQJCOvlNw6CfiPTcq9tHgOpaV4F3kVM8sflmgdHjn8MrQSbNnEGVHRLxv9N0niHYQ=s4800-w800,https://map.naver.com/p/entry/place/18726869,윤은성에게 빼앗긴 회사를 되찾기 위해 백현우가 반격을 시도하는 장면을 동작대교 일대에서 촬영했습니다.,https://i.ytimg.com/vi/6w06fWTikb0/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8f%99%ec%9e%91%eb%8c%80%ea%b5%90-%ec%95%84%eb%9e%98-7262/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04140,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,데이터세이브 용산지점,상점,서울 용산구 청파로 77,37.533664,126.960642,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/%EC%9B%90%ED%9A%A8%EC%83%81%EA%B0%80%284%EB%8F%99_%EC%B2%AD%ED%8C%8C%EB%A1%9C_%EC%B8%A1%EB%A9%B4%29_2025.jpg/960px-%EC%9B%90%ED%9A%A8%EC%83%81%EA%B0%80%284%EB%8F%99_%EC%B2%AD%ED%8C%8C%EB%A1%9C_%EC%B8%A1%EB%A9%B4%29_2025.jpg,https://map.naver.com/p/entry/place/1384862017,6화에서 백현우가 데이터 복구를 요청하는 장면을 촬영한 곳입니다.,https://image.tmdb.org/t/p/w780/8lU9cLa9l6neuOL50wo8u7mO9ue.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8d%b0%ec%9d%b4%ed%84%b0%ec%84%b8%ec%9d%b4%eb%b8%8c-%ec%9a%a9%ec%82%b0%ec%a7%80%ec%a0%90-7264/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04142,눈물의 여왕,Queen of Tears,drama,tvN,2024,로맨스,김수현;김지원,회나무식당,음식점,서울 용산구 녹사평대로 238-1,37.538883,126.987229,https://lh3.googleusercontent.com/place-photos/AG9NLjA-xPFNXv1Mw3BcgJmcfoI-crzBvuSada92c0yBPaR4UKQdbIc9oTQoMTSv5F7H3ObIvdaVse5trjGojw2NlK4OGktJKqvPZN0YNBjTayjuQi16obnC57mbelbA9NuosAraaVGARecKPi8=s4800-w800,https://map.naver.com/p/entry/place/1912787093,8화에서 백현우와 홍해인이 국밥(두루치기)을 먹는 장면을 촬영한 곳입니다.,https://i.ytimg.com/vi/a5WcGhgMwgs/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ed%9a%8c%eb%82%98%eb%ac%b4%ec%8b%9d%eb%8b%b9-7266/,2026-08-04,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
